职位名,公司名,工作地点,薪资,发布时间
大数据开发工程师,深信服科技股份有限公司,深圳,,5月19日
测试工程师,深圳市华佗在线网络有限公司,深圳-南山区,1-1.8万/月,5月19日
测试主管,深圳市前海鹏悦普惠信息咨询有限公司,深圳,0.8-1.4万/月,5月19日
SQL Server DBA,深圳弘际网络科技有限公司,深圳-南山区,1.5-3万/月,5月19日
数据分析（信审）,深圳达飞金融控股有限公司,深圳-罗湖区,0.8-1.5万/月,5月19日
Devops开发工程师,深圳达闼科技控股有限公司,异地招聘,1.5-2.5万/月,5月19日
大数据开发工程师,深圳投哪金融服务有限公司,深圳-福田区,1.5-3万/月,5月19日
大数据运维工程师,深圳中琛源科技股份有限公司,深圳,1.5-2万/月,5月19日
高级自动化测试开发工程师,深圳市有方科技股份有限公司,深圳-龙华新区,1.5-2.5万/月,5月19日
云平台开发工程师,深圳聚电智能科技股份有限公司,深圳-南山区,0.8-1万/月,5月19日
golang工程师,深圳市咸鱼文化传媒有限公司,深圳-福田区,2-3万/月,5月19日
软件自动化测试,深圳市腾信数据信息有限公司,深圳-福田区,0.8-1万/月,5月19日
NoSQL数据库高级工程师,北京普远天成科技有限公司,深圳-南山区,1.5-3万/月,5月19日
音效处理算法工程师,字节跳动,深圳,2.5-5万/月,5月19日
区块链高级研发工程师,中星皓天科技（深圳）有限公司,深圳,2-4万/月,5月19日
量化策略师,上海星融财富投资顾问股份有限公司,深圳-南山区,2-5万/月,5月19日
数字芯片设计工程师/Digital IC Design Engineer,辰芯半导体（深圳）有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
产品运维,深圳国泰安教育技术股份有限公司,深圳-南山区,1-2万/月,5月19日
云计算工程师,研祥高科技控股集团有限公司,深圳-光明新区,0.8-1.6万/月,5月19日
系统运维工程师,深圳市前海普点电子商务有限公司,深圳-福田区,7-9千/月,5月19日
运维工程师,深圳市见康云科技有限公司,深圳-南山区,0.8-1.2万/月,5月19日
软件工程师,敏腾视觉科技（深圳）有限公司,深圳,1-1.5万/月,5月19日
区块链开发工程师,恒悦（深圳）实业发展有限公司,深圳-南山区,1-2万/月,5月19日
TD,深圳市谜谭动画有限公司,深圳-南山区,0.8-1.5万/月,5月19日
区块链开发工程师,深圳前海第一网络科技有限公司,深圳-龙华新区,1.5-3万/月,5月19日
高级运维工程师,前海结算商业保理（深圳）有限公司,深圳-南山区,1.2-1.8万/月,5月19日
运维工程师,传易互联（深圳）有限公司,深圳-南山区,1-2万/月,5月19日
JAVA 高级开发工程师,玺得（深圳）科技有限公司,深圳-南山区,1.5-2.5万/月,5月19日
测试工程师,深圳市爱订网络技术有限公司,深圳-龙岗区,0.8-1.3万/月,5月19日
高级测试工程师,深圳市共进宏图贸易有限公司,深圳,0.9-1.2万/月,5月19日
PHP高级开发工程师,深圳市比巴科技有限公司,深圳-南山区,1.5-2万/月,5月19日
Java高级开发工程师,深圳买金呗商业科技有限公司,深圳-福田区,1.5-3万/月,5月19日
软件开发初级工程师,深圳连城之堡科技有限公司,深圳-南山区,1.5-3万/月,5月19日
嵌入式软件开发工程师,深圳市创客工场科技有限公司,深圳,1.5-3万/月,5月19日
运维开发,上海携银信息科技有限公司,深圳-福田区,1-1.8万/月,5月19日
服务器工程师,深圳市奥斯恩净化技术有限公司,深圳-宝安区,6-8千/月,5月19日
算法工程师,深圳市都市数据技术有限公司,深圳-南山区,2.5-3万/月,5月19日
算法工程师,江苏吉赫兹雷达科技有限公司深圳分公司,深圳-宝安区,1.5-2万/月,5月19日
生物信息工程师,深圳美因医学检验实验室,深圳,6-8千/月,5月19日
算法工程师,深圳市矽伟智科技有限公司,深圳-南山区,1.2-2.5万/月,5月19日
高级数据分析师,海南新浪爱问普惠科技有限公司,深圳,1.5-2万/月,5月19日
Linux 系统工程师,第三波软件（北京）有限公司上海分公司,深圳-福田区,0.8-1万/月,5月19日
前端开发工程师,深圳智慧医学科技有限公司,深圳-南山区,1-2万/月,5月19日
C++,深圳市乐易网络股份有限公司,深圳-南山区,0.8-1.6万/月,5月19日
运维工程师,深圳市慧创恒通科技有限公司,深圳-南山区,1-1.5万/月,5月19日
PHP开发工程师（包住）,深圳市国洋运通国际物流有限公司,深圳,0.8-2万/月,5月19日
手游后端主程(合伙人级别）,深圳市螃蟹网络科技有限公司,深圳-宝安区,3-4万/月,5月19日
测试工程师,全球播科技（北京）有限公司,深圳-南山区,0.9-1.6万/月,5月19日
服务器运维工程师,深圳市驱动人生科技股份有限公司,深圳-南山区,0.6-1万/月,5月19日
高级软件工程师,成都市鹰诺实业有限公司深圳分公司,深圳,20-30万/年,5月19日
Analytics Specialist,思迪软件科技（深圳）有限公司,深圳-南山区,0.8-1万/月,5月19日
前端研发工程师,深圳市中联创新自控系统有限公司,深圳-龙岗区,1.2-2万/月,5月19日
中级JAVA开发工程师,易交易科技（深圳）有限公司,深圳-南山区,0.7-1万/月,5月19日
周末IT培训师,北京中科信软科技有限公司,异地招聘,2.5-3万/月,5月19日
服务器运维工程师,深圳微盐传媒科技有限公司,深圳,0.6-1万/月,5月19日
PHP开发工程师,深圳佳得宝家居集团有限公司,深圳,0.8-1万/月,5月19日
图像处理算法工程师,深圳奥的蒙科技有限公司,深圳-南山区,3-4万/月,5月19日
高级硬件工程师（3D打印机）,深圳市爱能特科技有限公司,深圳-龙华新区,1.2-1.8万/月,5月19日
自动化测试培训讲师-急聘大牛,深圳聚米联合科技有限公司,深圳-福田区,2-2.5万/月,5月19日
图像算法工程师,深圳迈奇威科技有限公司,深圳,1.5-3万/月,5月19日
解决方案FAE工程师,深圳捷誊技术有限公司,深圳-南山区,1-1.5万/月,5月19日
大数据运维工程师,深圳百胜扬工业电子商务平台发展有限公司,深圳-南山区,2-4万/月,5月19日
odoo erp开发工程师,深圳市纳维世纪商贸有限公司,深圳-龙岗区,0.7-1.2万/月,5月19日
软件测试工程师,深圳市驾到汽车租赁有限公司,深圳-宝安区,0.8-2.5万/月,5月19日
Java算法工程师,拓维集团,深圳-龙岗区,1-2万/月,5月19日
体验分析专家-粤东(J180323004),滴滴出行,深圳-南山区,1.5-2万/月,5月19日
嵌入式软件工程师,深圳市智岩科技有限公司,深圳-南山区,1-1.5万/月,5月19日
区块链 资深C/C++程序员,深圳镭闪网络科技有限公司,深圳,1-1.5万/月,5月19日
生物信息分析员,深圳怡生方和生物有限公司,深圳-盐田区,0.6-1.2万/月,5月19日
自然语言/NLP专家（AI Lab）,深圳市子鹿科技有限公司,深圳-福田区,80-100万/年,5月19日
算法工程师,深圳竹信科技有限公司,深圳,1-2万/月,5月19日
软件测试讲师/双休,深圳市云彩互联科技有限公司,深圳-福田区,1.5-2万/月,5月19日
软件测试工程师,出彩国际文化传媒（深圳）有限公司,深圳-南山区,0.8-1.2万/月,5月19日
区块链开发(DAPP项目),深圳市问鼎网络科技有限公司,深圳-南山区,1.5-2万/月,5月19日
数据挖掘工程师,深圳市风寓科技有限公司,深圳-福田区,1-1.5万/月,5月19日
服务器架构师,深圳市三牛犇科技有限公司,深圳-南山区,2-4万/月,5月19日
高级PHP开发工程师,深圳市小草互联网金融服务有限公司,深圳-南山区,1-2.5万/月,5月19日
数据分析,深圳盈富斯科技有限公司,深圳,1.5-2万/月,5月19日
嵌入式产品开发工程师,深圳市道骏电子有限公司,深圳,0.6-1万/月,5月19日
高级数据分析师,深圳市有棵树科技有限公司,深圳-龙岗区,1-1.5万/月,5月19日
数据分析员,深圳斯达领科网络科技有限公司,深圳-龙岗区,5-7千/月,5月19日
数据库工程师,深圳市创业印章实业有限公司,深圳-南山区,1.5-2.5万/月,5月19日
软件测试工程师,深圳市博实结科技有限公司,深圳,5-8千/月,5月19日
测试工程师（自选股）,深圳市知网智能技术有限公司,异地招聘,0.8-1.3万/月,5月19日
C++开发工程师（服务器）,深圳有壹家互联网有限公司,深圳-南山区,0.8-1.2万/月,5月19日
Java中级开发工程师,深圳市华云中盛科技有限公司,深圳-南山区,1-1.5万/月,5月19日
高级软件工程师,东莞泰克威科技有限公司,深圳-龙华新区,1-1.5万/月,5月19日
C++/Qt软件开发工程师,深圳市越疆科技有限公司,深圳,1-2万/月,5月19日
深度学习算法优化工程师,TCL集团工业研究院,深圳,2.5-3万/月,5月19日
音频工程师,深圳市博辉特科技有限公司,深圳-龙华新区,1-2万/月,5月19日
Java开发工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,1.2-2万/月,5月19日
前端开发工程师,深圳市青葡萄科技有限公司,深圳,1-2万/月,5月19日
Web前端工程师,常宁市润都投资置业有限公司,深圳-南山区,1.5-2万/月,5月19日
嵌入式软件工程师（成都办公）,深圳市微网力合信息技术有限公司,深圳-南山区,1.5-2万/月,5月19日
开发程序员,华科智造三维科技（深圳）有限公司,深圳,0.8-1万/月,5月19日
物联网工程师,深圳市蓝海华腾技术股份有限公司,深圳,0.7-1万/月,5月19日
机器工程师,深圳市赛飞奇光子技术有限公司,深圳,1-1.5万/月,5月19日
运维工程师,深圳市轻松到家科技股份有限公司,深圳-南山区,1.5-1.8万/月,5月19日
特效师,丝路视觉科技股份有限公司,深圳,0.8-1.5万/月,5月19日
软件工程师/高级工程师 （全栈）,首影科技（深圳）有限公司,深圳-南山区,0.8-2万/月,5月19日
高级测试工程师-软件,深圳市智能体科技有限公司,深圳-南山区,0.8-1.5万/月,5月19日
高级运维工程师,深圳市凯欧链科技有限公司,深圳-福田区,0.7-1.6万/月,5月19日
嵌入式软件工程师,深圳市科比特航空科技有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
数据开发工程师,深圳市雅诺信珠宝首饰有限公司,深圳-罗湖区,1-1.5万/月,5月19日
初级图像算法工程师,卓耐斯（深圳）信息技术有限公司,深圳-南山区,2-3万/月,5月19日
Software Engineer,深圳市明信测试设备有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
软件测试开发工程师,深圳开立生物医疗科技股份有限公司,深圳-南山区,1-1.6万/月,5月19日
运维工程师,深圳市喂车科技有限公司,深圳-南山区,1.2-1.8万/月,5月19日
算法工程师,深圳前海橙色魔方信息技术有限公司,深圳-南山区,1-1.5万/月,5月19日
白盒测试工程师,深圳市摩猎人力资源有限公司,深圳-南山区,1.5-2万/月,5月19日
数据分析专员/数据分析师,深圳市布先生服饰有限公司,深圳-南山区,0.8-1万/月,5月19日
风控总监,深圳新恒泰融资租赁有限公司,深圳-福田区,3-4万/月,5月19日
高级摄像机软件测试工程师,深圳市同为数码科技股份有限公司,深圳-南山区,12-25万/年,5月19日
游戏运维工程师,深圳市肃羽科技有限公司,深圳,1.5-2万/月,5月19日
系统运维工程师,方舟互娱（深圳）网络技术有限公司,深圳-南山区,1.5-2.5万/月,5月19日
c++高级开发工程师（服务器）,深圳市华安高新技术有限公司,深圳-宝安区,1-2万/月,5月19日
软件测试主管,深圳一起秀信息科技有限公司,深圳,1-1.5万/月,5月19日
C++ 游戏后台开发工程师,深圳市盛讯达科技股份有限公司,深圳-福田区,1.2-2万/月,5月19日
系统架构师,深圳市博思远科技有限公司,深圳,0.8-1万/月,5月19日
Linux研发工程师,深圳市创客星空科技有限公司,深圳-宝安区,5-7千/月,5月19日
软件工程师,深圳铭达康科技有限公司,深圳-龙华新区,10-15万/年,5月19日
软件系统工程师,深圳五洲无线股份有限公司,异地招聘,1-1.8万/月,5月19日
爬虫开发工程师,深圳市炽盛科技有限公司,深圳-龙岗区,0.8-1.5万/月,5月19日
视觉软件工程师,深圳市研测科技有限公司,深圳,1-2万/月,5月19日
软件测试工程师,深圳乐易住智能科技股份有限公司,深圳-福田区,1-1.5万/月,5月19日
物联网软件工程师,深圳市益尔智控技术有限公司,深圳-南山区,0.8-1.2万/月,5月19日
C++高级开发工程师,深圳天欧游戏有限公司,深圳-龙华新区,1.5-3万/月,5月19日
高级系统运维工程师,深圳掌娱网络科技有限公司,深圳-南山区,1.5-2.5万/月,5月19日
高级运维开发工程师,深圳市傲基电子商务股份有限公司,深圳-龙岗区,1.5-2.5万/月,5月19日
网站维护与推广,深圳市讯得达教育发展有限公司,深圳-福田区,5-7千/月,5月19日
测试工程师（代宜车科技）,深圳市新常态金服科技有限公司,深圳-南山区,6-8千/月,5月19日
软件测试工程师,深圳市永祥药房连锁有限公司,深圳-龙岗区,1-2万/月,5月19日
高级软件工程师,深圳市策维科技有限公司,深圳-南山区,1.5-2万/月,5月19日
自动化测试工程师,深圳市掌众信息技术有限公司,深圳,1-1.5万/月,5月19日
软件测试工程师,深圳市万连软件有限公司,深圳-龙岗区,1-2万/月,5月19日
机器学习算法工程师,深圳智芯数据服务有限公司,深圳-宝安区,1-2万/月,5月19日
算法工程师,深圳市凌盟科技有限公司,深圳-宝安区,0.8-1.2万/月,5月19日
软件测试工程师,深圳市朗强科技有限公司,深圳-福田区,1-1.5万/月,5月19日
数据分析师/IT技术支持/IT专员,深圳南博屹生物科技有限公司,深圳,0.8-1万/月,5月19日
区块链开发工程师（南京）,深圳微步信息股份有限公司,深圳-南山区,1-2.5万/月,5月19日
中高级PHP开发工程师,深圳市海豚跨境科技有限公司,深圳,1.2-1.8万/月,5月19日
测试工程师,中讯志远（武汉）科技有限公司,深圳,6-8千/月,5月19日
DBA/数据库运维工程师实习生,深圳市群芯科创电子有限公司,深圳-宝安区,4.5-6千/月,5月19日
ERP软件工程师,深圳市星商电子商务有限公司,深圳-龙岗区,1-1.5万/月,5月19日
