职位名,公司名,工作地点,薪资,发布时间
Java研发经理,团贷网,深圳-南山区,2.5-4.5万/月,05-18
Java高级开发工程师,深圳市中茂恒润网络科技有限公司,深圳-福田区,2.5-3万/月,05-18
Java开发工程师,深圳给乐信息科技有限公司,深圳-南山区,1.5-2万/月,05-18
Java开发工程师,腾维萨资本管理有限公司深圳分公司,深圳-南山区,1-1.5万/月,05-18
Java初级开发工程师,上海裕崇电子科技有限公司,深圳-龙岗区,4.5-6千/月,05-18
资深java工程师,广州风林火山网络科技有限公司,深圳,2.5-3.5万/月,05-18
Java开发工程师,联想中望系统服务有限公司（现越亮传奇科技股份有限公司）,深圳-福田区,0.7-1万/月,05-18
Java后台开发工程师/专家,万科集团物业事业本部,深圳-福田区,20-50万/年,05-18
Java 初/中级工程师,深圳市解放路网络科技有限公司,深圳,1-1.8万/月,05-18
Java开发工程师,即有分期,深圳-福田区,1-2万/月,05-18
Java开发工程师(武汉),深圳市优博讯科技股份有限公司,异地招聘,1-1.5万/月,05-18
Java高级开发工程师,南京思美软件系统有限公司,深圳-龙岗区,2.5-3万/月,05-18
Java高级开发工程师,七鼎娱乐（深圳）有限公司,深圳-龙华新区,1.5-2万/月,05-18
JAVA开发工程师,世贸通科技电子商务（深圳）有限公司,深圳-福田区,0.7-1.5万/月,05-18
Java开发工程师,六盘水麟波科技有限公司,深圳-南山区,0.8-4万/月,05-18
JAVA高级工程师(TeamLeader),深圳市世纪伟图科技开发有限公司,深圳-福田区,1-1.6万/月,05-18
Java开发工程师,上海猎鹰网络有限公司,深圳-南山区,1.6-2.2万/月,05-18
Java开发工程师,爱问医联科技（深圳）有限公司,深圳-南山区,1.2-1.8万/月,05-18
Java架构师,深圳万盈互联网金融服务有限公司,深圳-南山区,1.8-2.5万/月,05-18
Java高级开发工程师,深圳市合大软件技术有限公司,深圳-宝安区,1.5-2万/月,05-18
Java开发工程师,深圳市懒人在线科技有限公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,深圳益邦阳光有限公司,深圳-宝安区,6-8千/月,05-18
急招Java开发工程师（中洲金控）,深圳中洲集团有限公司,深圳-福田区,1.5-2万/月,05-18
Java 资深工程师,深圳普瑞生科技有限公司,深圳-南山区,1.5-3万/月,05-18
java高级软件工程师,南凌科技股份有限公司,深圳-福田区,1-1.5万/月,05-18
IT Engineer JAVA工程师(ITS010),利丰采购管理（深圳）有限公司,深圳,0.5-1万/月,05-18
Java技术副总,深圳惠佑嘉通科技有限公司,深圳-南山区,2-4万/月,05-18
JAVA高级开发工程师（支付方向）,全球播科技（北京）有限公司,深圳-南山区,2-2.5万/月,05-18
高级Java开发工程师,深圳市海鸟动漫文化有限公司,深圳-宝安区,1.5-3万/月,05-18
Java开发工程师,深圳市恒捷供应链有限公司,深圳-福田区,0.8-1万/月,05-18
Java开发工程师,深圳市悦色化妆品有限公司,深圳-龙岗区,1-1.5万/月,05-18
Java高级开发工程师,深圳市千佳庆科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
JAVA开发工程师,深圳市美讯在线网络技术有限公司,深圳-罗湖区,0.8-1.5万/月,05-18
架构开发工程师（Java方向）,卫盈联信息技术（深圳）有限公司,深圳,3-4.5万/月,05-18
Java开发工程师,深圳因数科技有限公司,深圳-南山区,1.2-1.8万/月,05-18
Java开发工程师,深圳市掌狐科技有限公司,深圳-南山区,1-2万/月,05-18
Java高级开发工程师,深圳创达云睿智能科技有限公司,深圳-南山区,1.5-2万/月,05-18
JAVA开发工程师,深圳市前海亿车科技有限公司,深圳-宝安区,1-2万/月,05-18
Java开发工程师,深圳前海易投网络科技有限公司,深圳,0.7-1万/月,05-18
Java高级开发工程师（管理岗）,深圳市亲邻科技有限公司,深圳-南山区,2-2.8万/月,05-18
Java技术经理（深圳福田）,深圳奥哲网络科技有限公司,深圳-福田区,15-20万/年,05-18
JAVA开发工程师,深圳市世强先进科技有限公司,深圳-龙岗区,1-1.8万/月,05-18
Java软件工程师,深圳市捷旅国际旅行社有限公司,深圳-龙岗区,1-1.5万/月,05-18
Java软件工程师,深圳市蓝云软件有限公司,深圳-南山区,1.5-2万/月,05-18
Java高级开发工程师,深圳万威科技有限公司,深圳-南山区,1-2万/月,05-18
软件工程师-后台Java,上海斐讯数据通信技术有限公司,深圳,2-2.5万/月,05-18
Java开发工程师,深圳英飞拓科技股份有限公司,深圳-龙华新区,0.8-1.5万/月,05-18
Java开发工程师,北京车位管家科技有限公司,深圳-南山区,1.5-2万/月,05-18
Java开发工程师（高级）,深圳市七分钱网络科技有限公司,深圳,1-2万/月,05-18
JAVA开发工程师,深圳艾派网络科技股份有限公司,深圳,0.6-1万/月,05-18
Java高级开发工程师,深圳市优讯通信息技术有限公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,深圳前海蝴蝶效应金融控股集团有限公司,深圳-南山区,1.4-2万/月,05-18
Java高级开发工程师,深圳交控科技有限公司,深圳-福田区,1-1.8万/月,05-18
Java开发工程师,深圳齐采科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
高级JAVA开发工程师,万科企业股份有限公司,深圳-南山区,2-3万/月,05-18
Java高级开发工程师,深圳市敏思达信息技术有限公司,深圳,1-1.5万/月,05-18
Java高级开发工程师,上海信而富企业管理有限公司,深圳-罗湖区,1.6-2万/月,05-18
Java开发工程师（交易&资管）,深圳世联行地产顾问股份有限公司,深圳-南山区,0.9-1.7万/月,05-18
Java开发工程师,股德信用管理（深圳）有限公司,深圳-南山区,1.4-1.8万/月,05-18
Java高级开发工程师,深圳致远金融控股有限公司,深圳,1.2-1.8万/月,05-18
Java开发工程师,深圳市票据宝金融服务有限公司,深圳,1.5-3万/月,05-18
JAVA项目经理,深圳市鹏海运电子数据交换有限公司,深圳-福田区,20-30万/年,05-18
Java高级开发工程师,深圳市鑫溢网络科技有限公司,深圳-龙华新区,2.5-3万/月,05-18
Java后台高级工程师,深圳市小蜂丰信息科技有限公司,深圳,1.5-2.5万/月,05-18
Java高级开发工程师,深圳因赛德思医疗科技有限公司,深圳-龙岗区,20-30万/年,05-18
java高级工程师,深圳市金众诚科技有限公司,深圳,1.2-2万/月,05-18
Java服务器开发工程师,深圳奥联信息安全技术有限公司,深圳-宝安区,1.2-2.5万/月,05-18
JAVA工程师,香港惠之能科技有限公司,深圳,4-8千/月,05-19
Java开发工程师,深圳市聚蜂智能科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
高级Java开发工程师,源德金融服务（深圳）有限公司,深圳-罗湖区,1-1.8万/月,05-18
Java开发工程师,中业金服科技集团（深圳）股份有限公司,深圳-南山区,1.2-2万/月,05-18
Java开发工程师,广州佰聆数据股份有限公司,深圳,0.8-1.5万/月,05-18
JAVA对日软件工程师（长期）,西安民盛计算机技术有限公司,异地招聘,2.5-3万/月,05-18
java微信开发工程师,上海铜爵网络科技有限公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,深圳市海德信息科技有限公司,深圳-宝安区,0.7-1.2万/月,05-18
JAVA开发高级工程师,深圳市景晖翔科技有限公司,深圳-龙华新区,1-1.5万/月,05-18
Java高级开发工程师,深圳琼景科技有限公司,深圳-南山区,1.5-2万/月,05-18
Java高级工程师（金融项目）,北京开科唯识技术有限公司,深圳-福田区,1.5-3万/月,05-18
Java 软件工程师,安徽徽远成电气科技股份有限公司,深圳-宝安区,1-1.5万/月,05-18
java开发工程师,深圳市擎锋科技有限公司,深圳-南山区,6-8千/月,05-18
JAVA开发工程师,广州旭升源科技有限公司,异地招聘,1-1.5万/月,05-18
高级JAVA工程师,深圳爱影科技有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,大连东软思维科技发展有限公司,深圳-福田区,1.1-1.6万/月,05-18
Java中级开发工程师,深圳眼神智能科技有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,深圳市创势互联科技有限公司,深圳-龙岗区,0.8-1.5万/月,05-18
Java后台开发工程师,深圳市英可瑞科技股份有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,深圳市共进电子股份有限公司,深圳,0.8-1.5万/月,05-18
Java工程师,深圳市环球易购电子商务有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,深圳市鼎尖软件有限公司,深圳,7-8千/月,05-18
JAVA开发工程师,深圳汇洁集团股份有限公司,深圳,1-2万/月,05-18
java软件开发工程师(深圳）,众安在线财产保险股份有限公司,深圳-南山区,1.8-2.5万/月,05-18
技术工程师（JAVA工程师),上海今日信息科技有限公司,深圳-罗湖区,1-1.5万/月,05-18
JAVA工程师,深圳市云之力体育文化发展有限公司,深圳-福田区,1.9-2万/月,05-18
Java研发工程师,深圳市海格捷顺运输有限公司,深圳,2-2.5万/月,05-18
Java中级开发工程师,深圳市金宇阳光文化发展有限公司,深圳-福田区,0.8-1.2万/月,05-18
软件技术岗（JAVA开发方向）,华润水泥投资有限公司,深圳,,05-18
高级java工程师,江苏省精创电气股份有限公司,深圳-宝安区,1-1.5万/月,05-18
Java开发工程师,深圳鼎识科技有限公司,深圳,6-9千/月,05-18
Java开发工程师,深圳天鹏文化产业股份有限公司,深圳-福田区,1.3-1.8万/月,05-18
Java中级开发工程师,深圳自贸通支付有限公司,深圳-龙岗区,0.8-1万/月,05-18
Java WEB后台开发,深圳市秒加移动互联科技有限公司,深圳-南山区,1.5-2.8万/月,05-18
Java开发工程师,深圳华策辉弘科技有限公司,深圳-福田区,1-1.7万/月,05-18
Java开发工程师,深圳黑曜石科技贸易有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师-轻松借,深圳爱问科技股份有限公司,深圳-南山区,1.1-1.7万/月,05-18
高级Java开发工程师(影院),深圳市泰久信息系统股份有限公司,深圳,1.5-2.5万/月,05-18
Java开发工程师,深圳市润诚达电力科技有限公司,深圳-南山区,1.5-1.8万/月,05-18
Java高级开发工程师（南山）,深圳市幸福商城科技股份有限公司,深圳-南山区,1.5-2.5万/月,05-18
Java高级开发工程师,深圳市百米生活股份有限公司,深圳-龙华新区,1.3-2.5万/月,05-18
Java高级开发工程师,深圳和而泰智能控制股份有限公司,深圳,2-3万/月,05-18
JAVA开发工程师,深圳市天威网络工程有限公司,深圳-罗湖区,1-1.5万/月,05-18
Java软件工程师（中级）,深圳市永兴元科技股份有限公司,深圳-南山区,0.7-1万/月,05-18
Java开发工程师,亚略特生物识别科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
java高级软件工程师 -CPXT-2,梦网荣信科技集团股份有限公司,深圳-南山区,1.5-2万/月,05-18
Java高级软件开发工程师,深圳市众诚品业科技有限公司,深圳,1-1.5万/月,05-18
Java架构师,深圳智扬信达信息技术有限公司,深圳-南山区,1-1.5万/月,05-18
IT工程师技术员Java，PHP，c#等,湖北一片语科技有限公司,异地招聘,1.2-4万/月,05-18
Java开发工程师,深圳华锐时代科技有限公司,深圳-南山区,1-1.8万/月,05-18
Java工程师（初、中、高级）,深圳市科联汇通科技有限公司,深圳,1-1.5万/月,05-18
JAVA项目经理,深圳启奥朗程科技有限公司,深圳-龙华新区,1.2-3万/月,05-18
云服务产品线-java工程师,北京思特奇信息技术股份有限公司,深圳,1-1.5万/月,05-18
云方向业务部门_Java高级工程师,北京思特奇信息技术股份有限公司深圳分公司,深圳,1.4-1.8万/月,05-18
java开发工程师,海闻科技有限公司,深圳-福田区,5-8千/月,05-18
java开发工程师（五险一金+周末双休+完善福利）,成都鹏业软件股份有限公司,深圳-福田区,1-1.5万/月,05-18
Java高级开发工程师,深圳市聚宝科技服务有限公司,深圳-南山区,1.5-2.5万/月,05-18
高级Java工程师,深圳市嵘兴实业发展有限公司,深圳-龙华新区,1-1.8万/月,05-18
高级java开发工程师,深圳市鸿合创新信息技术有限责任公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,深圳市普天阳医疗科技股份有限公司,深圳,0.6-1.2万/月,05-18
Java高级开发工程师,深圳市深鹏达电网科技有限公司,深圳,1-1.5万/月,05-18
Java开发工程师,深圳市盈通数据服务股份有限公司,深圳,0.8-1.6万/月,05-18
Java高级开发工程师,深圳市无极云区块链互联网技术开发有限公司,深圳-南山区,1.5-2万/月,05-18
JAVA软件工程师,深圳市安华计算机有限公司,深圳-南山区,0.7-1.2万/月,05-18
Java开发工程师,深圳市手心游戏科技有限公司,深圳,1.5-2.5万/月,05-18
Java高级开发工程师,深圳旦倍科技有限公司,深圳-南山区,2.5-3.5万/月,05-18
Java后台开发工程师,深圳市爱夫卡科技股份有限公司,深圳,1.2-2.5万/月,05-18
Java工程师,深圳前海小科互联网金融服务有限公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,深圳民太安在线保险公估有限公司,深圳-福田区,1-1.5万/月,05-18
Java开发工程师,深圳市川崎运动用品有限公司,深圳-福田区,0.8-1.5万/月,05-18
中高级JAVA开发工程师,深圳市易思博酷客科技有限公司,深圳-福田区,1-1.8万/月,05-18
Java开发工程师,深圳市微付吧网络科技有限公司,深圳-南山区,1.2-1.6万/月,05-18
Java高级开发工程师,深圳中创华安科技有限公司,深圳-南山区,1.2-2万/月,05-18
Java开发工程师,知学云科技（深圳总部）,深圳-南山区,1.5-2.5万/月,05-18
JAVA高级软件工程师,知学云科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
java开发工程师,深圳市捷顺科技实业股份有限公司,深圳,1-2万/月,05-18
Java高级开发工程师,地上铁租车（深圳）有限公司,深圳-福田区,1.5-2.5万/月,05-18
Java开发工程师（驻开源基金）,苏州工业园区凌志软件股份有限公司,深圳-福田区,1.5-2万/月,05-18
java软件工程师,深圳市中航健康时尚集团股份有限公司,深圳,1.5-2万/月,05-18
Java开发工程师,深圳市时代华盛网络科技有限公司,深圳-南山区,1-2万/月,05-18
JAVA软件工程师,深圳市信义科技有限公司,深圳,0.8-1.5万/月,05-18
Java高级开发工程师,深圳市华阳信通科技发展有限公司,深圳-南山区,1.5-3.5万/月,05-18
Java高级开发工程师,深圳房讯通信息技术有限公司,深圳,1.5-2.5万/月,05-18
Java工程师,深圳市广益鹏科技有限公司,深圳-宝安区,1.5-3万/月,05-18
JAVA开发工程师,深圳合纵能源技术有限公司,深圳,1.2-1.7万/月,05-18
Java开发工程师,深圳市菲森科技有限公司,深圳-南山区,0.6-1万/月,05-18
JAVA工程师,深圳市稳健基础工程有限公司,深圳-福田区,0.8-1万/月,05-18
高级Java服务器开发工程师,深圳市掌慧科技开发有限公司,深圳,1-2万/月,05-18
Java开发工程师,格罗斯产业链服务（深圳）有限公司,深圳-南山区,1-1.8万/月,05-18
JAVA WEB开发工程师(斗吧),深圳市中网彩网络技术有限公司,深圳,0.8-1.5万/月,05-18
Java高级开发工程师,深圳市大白菜科技有限公司,深圳-南山区,1-2万/月,05-18
Java开发工程师,海洋王照明科技股份有限公司,深圳,1.5-2万/月,05-18
"后台开发工程师（Node, Python, Java, Go）",深圳飞豹航天航空科技有限公司,深圳,1-1.5万/月,05-18
Java开发工程师,深圳酷比通信股份有限公司,深圳-南山区,1.2-2.4万/月,05-18
高级JAVA工程师,深圳市奥怡轩实业有限公司,深圳-福田区,1-1.5万/月,05-18
Java高级开发工程师,千佰特科技有限公司,深圳-福田区,1-1.8万/月,05-18
Java开发工程师,深圳市松大科技有限公司,深圳-福田区,0.7-1.5万/月,05-18
Java开发工程师,深圳市众金在线金融服务有限公司,深圳,1.5-2万/月,05-18
Java开发工程师（OA方向）,深圳市聚成企业管理顾问股份有限公司,深圳,0.8-1.5万/月,05-18
java测试工程师（初中级）,深圳市华创科新科技有限公司,深圳-南山区,0.8-1万/月,05-19
Java开发工程师,深圳市优克联新技术有限公司,深圳,1-2万/月,05-18
Java高级开发工程师,深圳互联先锋科技有限公司,深圳-福田区,1.5-3万/月,05-18
Java后台开发工程师,深圳市国联软件有限公司,深圳-龙岗区,1-1.5万/月,05-18
Java高级开发工程师,深圳市思贝克集团有限公司,深圳-南山区,1.5-2.5万/月,05-18
JAVA开发工程师,深圳市迪蒙网络科技有限公司,深圳-罗湖区,1-2万/月,05-18
Java高级开发工程师,深圳恩次方网络科技有限公司,深圳-南山区,1.5-3万/月,05-18
Java开发工程师（深圳）-WL,深圳瀚德金融控股有限公司,深圳-南山区,1.4-1.9万/月,05-18
Java资深开发工程师,深圳市萌娃母婴用品有限公司,深圳-龙岗区,1.5-2.5万/月,05-18
Java高级开发工程师,深圳市智慧盾科技有限公司,深圳,1.8-2.8万/月,05-18
Java初级开发工程师,赞同科技股份有限公司,深圳,6.5-9千/月,05-18
Java讲师,深圳市创业二路科技有限公司,深圳-宝安区,1.5-2万/月,05-18
JAVA后端开发工程师,北京银河聚阵网络技术有限公司,深圳-南山区,1-1.8万/月,05-18
Java高级开发工程师,深圳保宏电子商务综合服务股份有限公司,深圳-南山区,1.2-2万/月,05-18
Java后台开发（大数据开发培养方向）,深圳市名通科技股份有限公司,深圳-南山区,1-2万/月,05-18
中级Java开发工程师,云积分科技有限公司,异地招聘,0.6-1万/月,05-18
java系统分析师（微服务）,北京银信长远科技股份有限公司,深圳-南山区,1.5-2.1万/月,05-18
JAVA工程师（中级）(J10103),东方丝路（深圳）科技有限公司,深圳-宝安区,1.3-1.6万/月,05-18
Java开发工程师,深圳市鹰硕技术有限公司,深圳-宝安区,0.7-1.2万/月,05-18
JAVA高级开发工程师,深圳市新风向科技有限公司,深圳-南山区,0.6-1.2万/月,05-18
Java开发工程师,微马体育控股有限公司,深圳-福田区,1-1.8万/月,05-18
Java工程师,深圳市金运达国际物流有限公司,深圳-罗湖区,1-1.8万/月,05-18
社区金融业务系统java开发工程师,深圳市前海花样年金融服务有限公司,深圳-南山区,1.5-2万/月,05-18
高级软件工程师（Java）,优合集团有限公司,深圳,0.6-1.5万/月,05-18
Java开发工程师,万达信息股份有限公司,深圳,6-8千/月,05-18
Java开发工程师,深圳市旺龙智能科技有限公司,深圳-南山区,1-2万/月,05-18
java工程师,博彦科技（深圳）有限公司,深圳,1-2万/月,05-18
JAVA软件工程师,深圳联合净界科技有限公司,深圳-宝安区,1.2-1.8万/月,05-18
java开发工程师,深圳弘讯文化传播有限公司,深圳-南山区,1.1-1.7万/月,05-18
Java高级工程师,深圳市众鸿科技股份有限公司,深圳-福田区,1.2-1.8万/月,05-18
JAVA高级工程师,深圳市芯毕耐科技有限公司,深圳-龙华新区,0.8-2万/月,05-18
Java高级开发工程师,深圳市小牛普惠投资管理有限公司,深圳-福田区,2-2.5万/月,05-18
高级Java开发\系统架构师,深圳市同洲电子股份有限公司,深圳,1.8-3万/月,05-18
Java开发工程师,深圳市英威腾电气股份有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,深圳前海新富资本管理集团有限公司,深圳-福田区,0.8-1万/月,05-18
JAVA系统架构师,深圳市酷达通讯有限公司,深圳,1-2万/月,05-18
Java开发工程师,深圳市奥晏科技发展有限公司,深圳-南山区,1-1.5万/月,05-18
高级Java开发工程师,深圳前海金瑞龙互联网金融服务有限公司,深圳,2.5-3万/月,05-18
游戏平台Java开发工程师（web端开发）,深圳市艾派格电子技术有限公司,深圳-宝安区,0.8-1.5万/月,05-18
Java高级开发工程师,深圳麦亚信科技股份有限公司,深圳-南山区,1.7-2.5万/月,05-18
Java开发工程师,深圳奥尼电子股份有限公司,深圳-宝安区,1-1.5万/月,05-18
Java开发工程师(前后端）,北京联龙博通电子商务技术有限公司,深圳,1.2-1.5万/月,05-18
Java开发工程师,明辉实业（深圳）有限公司,深圳-龙岗区,1-1.5万/月,05-18
java工程师,深圳市艺讯广告有限公司,深圳-南山区,15-20万/年,05-18
Java资深开发工程师,深圳市恒商第三方销售服务有限公司,深圳-福田区,1.5-2万/月,05-18
Java高级开发工程师,北京壹卡行科技有限公司,深圳-南山区,2-2.5万/月,05-18
java软件工程师,深圳市科曼信息技术股份有限公司,深圳-龙岗区,0.6-1.2万/月,05-18
Java开发工程师,深圳市聚电新能源科技有限公司,深圳-南山区,0.8-1.6万/月,05-18
软件支持与开发工程师（JAVA）,乾龙物流集团有限公司,深圳-龙岗区,1-1.5万/月,05-18
Java软件工程师,广州市康诚信息科技有限公司,深圳,0.9-1.8万/月,05-18
Java开发工程师,成都三泰智能科技有限公司,深圳-福田区,0.8-1.5万/月,05-18
java开发工程师,深圳市交投科技有限公司,深圳-福田区,0.6-1.2万/月,05-18
Java高级开发工程师,深圳市联软科技股份有限公司,深圳,0.8-1.5万/月,05-18
Java高级开发工程师,深圳天祥质量技术服务有限公司（Intertek 天祥集团）,深圳-龙岗区,1-1.5万/月,05-18
Java高级开发工程师,深圳前海壹互联科技投资有限公司,深圳-南山区,15-22万/年,05-18
Java初级开发工程师,深圳市中安信业创业投资有限公司总部,深圳-福田区,0.5-1万/月,05-18
java 游戏服务器开发工程师（高级）,深圳市乐开游科技有限公司,深圳-南山区,2.5-5万/月,05-18
Java开发工程师,深圳市发掘科技有限公司,深圳-宝安区,0.8-1.5万/月,05-18
Java中级工程师（算法方向）,满金坝（深圳）科技有限公司,深圳,1.5-2.5万/月,05-18
Java高级开发工程师,深圳屌丝贷网络金融服务有限公司,深圳-龙华新区,1.5-3万/月,05-18
Java开发经理,深圳前海网投互联网金融服务有限公司,深圳-南山区,1.5-2万/月,05-18
高级Java开发工程师,花色互娱（深圳）网络科技有限公司,深圳-南山区,1.5-2万/月,05-18
java开发全栈工程师,精英制模实业（深圳）有限公司,深圳-宝安区,1-1.5万/月,05-18
高级Java开发工程师,深圳市中易科技有限责任公司,异地招聘,1.5-3万/月,05-18
Java开发工程师,深圳溥泉科技有限公司,深圳-南山区,1-1.5万/月,05-18
java软件工程师,深圳市思沃特投资有限公司,深圳,15-25万/年,05-18
JAVA工程师,深圳九明珠信息科技有限公司,深圳-福田区,0.5-1万/月,05-18
Java开发岗,天下支付科技有限公司,深圳-福田区,1.5-2.5万/月,05-18
Java资深开发工程师,深圳前海西港互联金融服务有限公司,深圳-南山区,1-1.5万/月,05-18
Java高级开发工程师,深圳市诚品鲜智能科技股份有限公司,深圳-罗湖区,1-1.5万/月,05-18
Java高级开发工程师,山东迈宝赫健身器材有限公司,深圳-南山区,1.5-2万/月,05-18
高级JAVA开发工程师,深圳市云来网络科技有限公司,深圳-南山区,1.5-3.5万/月,05-18
JAVA（中/高级）工程师,深圳唯修汇科技有限公司,深圳-宝安区,1-1.5万/月,05-18
高级java 开发工程师,深圳金付网络科技有限公司,深圳-南山区,1.8-2.5万/月,05-18
Java开发工程师,深圳控石智能系统有限公司,深圳-南山区,0.8-1.5万/月,05-18
高级java工程师,深圳易思网络技术有限公司,深圳,20-30万/年,05-18
Java开发工程师,深圳怡化电脑股份有限公司,深圳-南山区,0.8-1万/月,05-18
java软件工程师（深圳）,深圳市银之杰科技股份有限公司,深圳,0.5-1万/月,05-18
Java开发工程师,深圳市迅远科技有限公司,深圳-南山区,1.5-3万/月,05-18
Java开发工程师,深圳市秒嘀科技有限公司,深圳-南山区,1-2万/月,05-18
高级Java工程师,深圳市凯欣达卓创科技有限公司,深圳-罗湖区,1.1-2.1万/月,05-18
Java后台开发工程师,珠海融正数字文化科技有限公司,异地招聘,6-8千/月,05-18
java开发工程师,深圳市邦德培训中心,深圳-福田区,7-8千/月,05-18
JAVA WEB开发工程师,深圳市合正汽车电子有限公司,深圳-龙岗区,0.8-1万/月,05-18
JAVA工程师,深圳市一号空间健康管理科技有限公司,深圳-福田区,1.5-2万/月,05-18
Java开发工程师,中兴软件技术（南昌）有限公司,深圳,1-2万/月,05-18
软件工程师(JAVA),税友软件集团股份有限公司深圳分公司,深圳,10-20万/年,05-18
Java开发工程师,盛世乐居（亚东）智能科技有限公司深圳分公司,深圳-南山区,1-2万/月,05-18
Java开发工程师（MES系统）,深圳市中兴物联科技有限公司,深圳-南山区,1-1.4万/月,05-18
Java开发工程师,深圳市网新新思软件有限公司,深圳-福田区,1.2-1.8万/月,05-18
JAVA软件工程师,深圳市资本在线金融信息服务有限公司,深圳-罗湖区,1-1.5万/月,05-18
高级Java开发工程师,深圳市赛为智能股份有限公司,深圳,1-1.5万/月,05-18
Java开发工程师(后端),深圳市百时清算服务有限公司,深圳-龙华新区,1-1.5万/月,05-18
Java开发工程师,慧商云集科技有限公司,深圳-福田区,0.8-1万/月,05-18
Java开发工程师,深圳市汇合发展有限公司,深圳-福田区,0.8-1.5万/月,05-18
Java高级/中级开发工程师,深圳市深电能售电有限公司,深圳-南山区,1.5-2.5万/月,05-18
Java软件开发工程师,深圳市哈工大业信息技术股份有限公司,深圳-南山区,10-15万/年,05-18
Java高级开发工程师（银行软件）,南京信雅达友田信息技术有限公司,深圳-福田区,1.5-2万/月,05-18
Java高级开发工程师,深圳市知合兴技术有限公司,深圳,0.8-1万/月,05-18
Java后台开发工程师,深圳巨匠能源科技有限公司,深圳-罗湖区,1.5-2万/月,05-18
Java工程师,深圳市多尼卡电子技术有限公司,深圳,1-1.6万/月,05-18
JAVA开发工程师（深圳）,深圳友德医科技有限公司,深圳-南山区,1-2.3万/月,05-18
Java开发工程师,四川朵唯智能云谷有限公司,深圳-南山区,1.5-3万/月,05-18
Java开发工程师,深圳市众泰兄弟科技发展有限公司,深圳-南山区,1-2万/月,05-18
Java架构师,润民（中国）控股有限公司,深圳,1.5-2万/月,05-18
Java开发工程师,泛微软件华南业务运营中心,深圳,0.8-1万/月,05-18
Java高级开发工程师,深圳市乐玩互娱网络技术有限公司,深圳-宝安区,2-3.2万/月,05-18
java开发专员,妍丽化妆品（中国）有限公司,深圳,6-8千/月,05-18
高级JAVA工程师,深圳东元集团,深圳-福田区,1.8-2.4万/月,05-18
JAVA架构师,广东来艾健康科技有限公司,深圳-福田区,3-3.5万/月,05-18
Java H5开发工程师,深圳市宝贝团信息技术有限公司,深圳-南山区,1-1.3万/月,05-18
java开发工程师,深圳天源迪科信息技术股份有限公司,深圳-福田区,0.8-1.6万/月,05-18
Java开发工程师,广州易星信息科技有限公司,深圳,1-1.4万/月,05-18
MSTD010C-高级Java后台开发工程师,深圳市启明星电子商务有限公司,深圳-南山区,2.2-3万/月,05-18
JAVA开发工程师,深圳市汇巨信息技术有限公司,深圳,0.5-1万/月,05-18
Java高级开发工程师（工作地：中山CBD）,中山银河天下网络科技有限公司,异地招聘,0.8-1.5万/月,05-18
java 游戏后端开发工程师,深圳战龙互娱科技有限公司,深圳-南山区,1.2-1.8万/月,05-18
Java开发工程师,车音智能科技有限公司,深圳-南山区,1.5-2万/月,05-18
Java高级开发工程师,深圳市零壹移动互联系统有限公司,深圳-龙华新区,2-3万/月,05-18
Java开发工程师（急聘）,深圳市览众科技股份有限公司,深圳-南山区,0.7-1.4万/月,05-18
Java开发工程师,深圳市大族三维科技有限公司,深圳-南山区,1-2万/月,05-18
JAVA 开发工程师,深圳盛屯集团有限公司,深圳,0.8-1万/月,05-18
高级Java工程师,深圳市合元科技有限公司,深圳-宝安区,1-1.5万/月,05-18
Java高级工程师（EHR人事系统）,深圳市友和道通实业有限公司,深圳-福田区,,05-18
Java开发工程师,深圳市冠旭电子股份有限公司,深圳-龙岗区,1-2万/月,05-18
Java高级开发工程师,比飞力（深圳）科技有限公司,深圳-南山区,2-2.5万/月,05-18
高级Java工程师（月薪30K）,深圳市狮子软件有限公司,深圳-南山区,3-4万/月,05-18
Java开发工程师,维达力实业（深圳）有限公司,深圳-龙岗区,0.9-1.3万/月,05-18
Java开发工程师,深圳市中标医学数据研究中心,深圳-南山区,1.5-2万/月,05-18
Java开发工程师,深圳市大帝科技发展有限公司,深圳-南山区,1-1.5万/月,05-18
Java高级开发工程师,深圳达实智能股份有限公司,深圳,1.5-2万/月,05-18
中级Java开发工程师,深圳市汇鑫科技股份有限公司,深圳-南山区,0.9-1.2万/月,05-18
Java开发工程师,深圳市海曼科技股份有限公司,深圳-龙岗区,0.6-1万/月,05-18
Java开发实习生,深圳道乐科技有限公司,深圳-南山区,2-3千/月,05-18
