职位名,公司名,工作地点,薪资,发布时间
后台Server测试工程师-深圳,北京小鱼易连科技有限公司,深圳-龙岗区,1-2万/月,05-18
高级软件工程师,深圳麦格米特电气股份有限公司,深圳-南山区,1.2-1.8万/月,05-18
开发工程师,深圳市同致诚土地房地产估价顾问有限公司,深圳-福田区,4.5-6千/月,05-18
Android开发工程师,深圳玛丝菲尔时装股份有限公司,深圳-龙华新区,0.8-1.5万/月,05-18
安卓开发工程师,深圳市才牛网络技术有限公司,深圳,0.8-1.2万/月,05-18
Android资深开发工程师,深圳市飞瓦科技有限公司,深圳-南山区,1.5-2万/月,05-18
Android平台软件研发工程师,ITOO集团,深圳-南山区,1.5-2.5万/月,05-18
机器人软件工程师,深圳科帮电子有限公司,深圳-南山区,1.5-2.5万/月,05-18
APP开发工程师,深圳市安捷伦智能科技有限公司,深圳-宝安区,1-1.5万/月,05-18
研发经理,手击影像网络科技（深圳）有限公司,深圳-福田区,1-1.5万/月,05-18
OA开发工程师,东鹏饮料（集团）股份有限公司,深圳,0.8-1万/月,05-18
软件开发工程师,深圳市租电智能科技有限公司,深圳-宝安区,1-1.5万/月,05-18
产品测试,深圳崇德动漫股份有限公司,深圳,0.6-1.5万/月,05-18
人工智能工程师,深圳雅仕城铁广告有限公司,深圳-福田区,1-2万/月,05-18
软件开发工程师,深圳市汉斯顿净水设备有限公司,深圳-坪山区,1-1.5万/月,05-18
Recruitment Partner,IBM China Global Delivery Center,深圳,1.5-2万/月,05-18
蓝牙软件工程师,深圳市佳润鑫信息技术有限公司,深圳-宝安区,1-1.5万/月,05-18
Android系统开发工程师,百富计算机技术（深圳）有限公司,深圳,1.5-3万/月,05-18
Linux服务器开发工程师,深圳市迈步机器人科技有限公司,深圳-南山区,1.5-2万/月,05-18
Android开发工程师，软件研发工程师,深圳市延川文化传媒科技有限公司,深圳-光明新区,1.5-2万/月,05-18
大数据架构师,深圳安之歌明天酒店连锁管理有限公司,深圳-龙岗区,3-4万/月,05-18
软件工程师,深圳市长城网信息科技股份有限公司,深圳,4.5-6千/月,05-18
高级大数据开发工程师,深圳回亿科技有限公司,深圳-南山区,2-2.5万/月,05-18
高级系统架构师,深圳市微队信息技术有限公司,深圳-南山区,1.2-2万/月,05-18
android Framework工程师,联芯科技有限公司,深圳,1-2万/月,05-18
平台开发工程师,深圳市科锐技术有限公司,深圳-罗湖区,2-2.5万/月,05-18
高级测试工程师,深圳市佳运通电子有限公司,深圳,1-1.5万/月,05-18
Android工程师,亿和精密工业控股有限公司,深圳-宝安区,1-1.5万/月,05-18
通用软件实习工程师,鲲腾泰克科技（深圳）有限公司,深圳-南山区,4-6千/月,05-18
项目经理,深圳赫美小额贷款股份有限公司,深圳-福田区,1.5-2万/月,05-18
IT系统开发工程师,盯盯拍（深圳）技术股份有限公司,深圳-南山区,6-8千/月,05-18
前端工程师,深圳超级区块链信息技术有限公司,深圳-南山区,0.6-1.2万/月,05-18
软件工程师,北京冠川智能技术股份有限公司,深圳-龙岗区,4-8千/月,05-18
后台开发工程师,深圳市王狮传奇医疗美容有限公司,深圳-南山区,1-1.5万/月,05-18
Android高级开发工程师,深圳市星飞飞互联网络科技有限公司,深圳,1.2-2万/月,05-18
linux操作系统软件工程师,深圳市麦积电子科技有限公司,深圳-坪山区,1.5-2万/月,05-18
软件开发工程师,洛可可设计集团,深圳,1.3-2.3万/月,05-18
Android开发工程师 / 安卓,深圳融易学教育科技有限公司,深圳,0.8-1.5万/月,05-18
UI设计工程师,合肥润东通信科技股份有限公司,异地招聘,6-8千/月,05-18
运维开发工程师,深圳开黑科技有限公司,深圳-南山区,2-3万/月,05-18
App 后端开发工程师,深圳市台智伟业电子有限公司,深圳,1.5-2万/月,05-18
高频交易系统开发员,深圳市玖富网络科技有限公司,深圳-南山区,2-4万/月,05-18
Android系统工程师,深圳富创通科技有限公司,深圳-南山区,1-1.5万/月,05-18
C++前台开发工程师（系统部）,高盈量化云科技（深圳）有限公司,深圳-南山区,0.8-1.5万/月,05-18
Cloud Application Developer,深圳矽递科技股份有限公司,深圳,2-4万/月,05-18
系统管理员/网络管理员,首威贸易（深圳）有限公司,深圳,6-8千/月,05-18
大数据高级技术架构师,TCL多媒体,异地招聘,,05-18
信息安全工程师（安全开发与源代码安全审计方向）,深圳海云安网络安全技术有限公司,深圳-南山区,15-30万/年,05-18
安卓开发工程师,深圳市山弯科技有限公司,深圳-宝安区,1-2.5万/月,05-18
测试工程师,同方国际科技（深圳）有限公司,深圳-南山区,0.6-1万/月,05-18
图像处理算法工程师,深圳华因康基因科技有限公司,深圳-南山区,1-2万/月,05-18
技术支持工程师,深圳捷通华声科技有限公司,深圳-南山区,1-2万/月,05-18
Android 系统工程师,深圳市爱特沃信息科技有限公司,深圳-宝安区,0.7-1.2万/月,05-18
软件工程师,深圳市客所思电子科技有限公司,深圳-南山区,1.5-2万/月,05-18
高级软件工程师,深圳市奋达科技股份有限公司,深圳,1.5-2万/月,05-18
Android底层开发工程师,深圳市百鲜网智能科技有限公司,深圳-龙岗区,1.5-3万/月,05-18
IT工程师,深圳市星科启电子商务有限公司,深圳-龙华新区,0.8-1万/月,05-18
cocos2d-x客户端--可年后入职,厦门冠赢网络科技有限公司深圳分公司,深圳-南山区,1.5-2.5万/月,05-18
运维工程师,深圳市星火车联科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
Android手机软件工程师,深圳市雷鸟科技有限公司,深圳-宝安区,5-7千/月,05-18
大数据研发 -阿里巴巴集团,UC优视（UC浏览器）,异地招聘,1.8-3.5万/月,05-18
软件工程师,森沛科技（深圳）有限公司,深圳-宝安区,0.8-2万/月,05-18
Android开发工程师,深圳市恩润服务有限公司,深圳-福田区,1-1.5万/月,05-18
软件测试工程师,深圳市非洗不可网络科技有限公司,深圳,1-1.5万/月,05-18
Android开发工程师,深圳市安冠科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
软件工程师,深圳市锐曼智能技术有限公司,深圳-龙岗区,5-8千/月,05-18
Android开发工程师,蓝鸽集团有限公司,异地招聘,0.8-1.4万/月,05-18
软件工程师,深圳市金亚通科技有限公司,深圳-龙岗区,0.8-1万/月,05-18
机器学习工程师,深圳市虎瑞科技有限公司,深圳-南山区,1.5-3万/月,05-18
中级前端开发工程师,深圳来电科技有限公司,深圳-南山区,1-1.8万/月,05-18
助理项目经理,大新银行（中国）有限公司,深圳,1.5-2万/月,05-18
后端云平台软件工程师,深圳市九洲光电科技有限公司,深圳-光明新区,0.6-1万/月,05-18
Android开发工程师,深圳市高搜易信息技术有限公司,深圳-南山区,0.8-1.5万/月,05-18
系统分析员,广州百佳超级市场有限公司深圳分公司,深圳,7-9千/月,05-18
运营分析专家,广州宾高企业管理咨询有限公司,深圳,17-20万/年,05-18
Web前端开发工程师,深圳市智布互联纺织科技有限公司,深圳-南山区,0.8-1万/月,05-18
高级软件开发工程师,深圳维京人网络科技有限公司,深圳-南山区,1.5-2万/月,05-18
深圳研发中心总监,珠海汇金科技股份有限公司,深圳-南山区,2-4万/月,05-18
高级软件工程师,深圳市和宏实业股份有限公司,深圳,1-1.5万/月,05-18
软件集成工程师 / 初级系统工程师 / 软件调试工程师,英国真尚有集团,深圳,4-6千/月,05-18
天猫美工 淘宝美工 视觉设计 淘宝美工 淘宝设计师,深圳市玛尔谷贸易有限公司,深圳-宝安区,4.5-6千/月,05-18
Android开发工程师,深圳市神灯网络科技有限公司,深圳-福田区,1-1.5万/月,05-18
微信小程序开发,乙丙丁健康产业（深圳）有限公司,深圳-龙岗区,0.7-1.1万/月,05-18
软件主管/经理,深圳市溢创技术顾问有限公司,深圳-南山区,3-4万/月,05-18
Android应用工程师,广州富宏智能科技有限公司,深圳,1-1.5万/月,05-19
HTML5高级研发工程师（化妆师联盟）,深圳市仙迪化妆品有限公司,深圳-宝安区,0.8-1.6万/月,05-18
食品农产品保化事业部LIMS项目负责人,华测检测认证集团食品药品农产品及保化产品事业群,深圳-宝安区,10-12万/年,05-18
系统架构师,深圳市杰尔斯展示股份有限公司,深圳-福田区,1.5-2万/月,05-18
应用工程师（SAP FICO),宝能汽车有限公司,深圳-龙华新区,0.8-1.5万/月,05-18
客户端 cocos2d-js,深圳市点加互动网络科技有限公司,深圳-南山区,1-1.5万/月,05-18
高级产品经理（高薪急聘）,深圳价值在线信息科技股份有限公司,深圳-福田区,1.5-2.5万/月,05-18
安全测试工程师,财富共赢集团（深圳）有限公司,深圳-罗湖区,1-1.5万/月,05-18
测试部经理,深圳市高斯贝尔家居智能电子有限公司,深圳,1-1.5万/月,05-18
Android开发工程师,深圳市通久电子有限公司,深圳-南山区,1-1.5万/月,05-18
unity3d讲师,深圳前海中清龙图教育科技有限公司,深圳-南山区,1.2-1.8万/月,05-18
Web前端,银河移民,深圳-福田区,1-1.8万/月,05-18
软件技术支持工程师,华润赛美科微电子（深圳）有限公司,深圳-龙岗区,5-7千/月,05-18
软件测试工程师,深圳市恒翼能科技有限公司,深圳,6.5-9千/月,05-18
后端工程师,深圳市湾区通信技术有限公司,深圳-宝安区,0.8-1万/月,05-18
游戏cocos2d-x 客户端主程,深圳市积汇天成科技有限公司,深圳-南山区,1.5-2万/月,05-19
游戏SDK开发工程师,那家科技（深圳）有限公司,深圳-南山区,1-2万/月,05-18
Web前端开发工程师,深圳市理才网信息技术有限公司,深圳-南山区,1-1.5万/月,05-18
Web开发工程师,事代办（深圳）咨询有限公司,深圳-南山区,0.8-1万/月,05-18
Android开发工程师,东莞市速微网络科技有限公司,深圳-宝安区,1-2.5万/月,05-18
全栈开发工程师,深圳市明星体育运动有限公司,深圳-南山区,1-1.5万/月,05-18
软件系统架构师,深圳科瑞技术股份有限公司,深圳-南山区,0.9-1.8万/月,05-18
移动软件研发工程师,国海证券股份有限公司,深圳-福田区,1-1.5万/月,05-18
游戏开发工程师,深圳点点趣科技有限公司,深圳-南山区,0.8-1.4万/月,05-18
生物信息工程师,上海鲸舟基因科技有限公司,深圳-龙岗区,1.3-2万/月,05-18
SEO优化师,深圳米盟网络科技有限公司,深圳-南山区,0.8-1.3万/月,05-18
开发工程师,深圳嘉石大岩资本管理有限公司,深圳-福田区,1.5-2万/月,05-18
技术总监,西藏天峰金辉企业发展有限公司,深圳-南山区,2-2.5万/月,05-18
运维工程师,深圳市云卓数码科技有限公司,深圳-南山区,1-2万/月,05-18
系统架构设计师,珠海迪尔生物工程有限公司,深圳-南山区,30-40万/年,05-18
服务器开发工程师,深圳市壹厘米科技有限公司,深圳-福田区,1-1.5万/月,05-18
后端开发工程师,广东天泽汇通科技有限公司,深圳-南山区,1-1.5万/月,05-18
总公司信息技术项目部开发岗,富德财产保险股份有限公司,深圳,1-2万/月,05-18
高级安卓工程师(Android),TINK LABS LIMITED,深圳-南山区,1.5-2.8万/月,05-18
SEO优化师,江苏中地控股集团有限公司,深圳,0.8-1.2万/月,05-18
IT软件工程师,深圳市前海一方供应链管理有限公司,深圳-福田区,1-1.5万/月,05-18
Android开发工程师,深圳库尚信息技术有限公司,深圳,1-1.8万/月,05-18
WMS Developer,商船三井集运服务（上海）有限公司,深圳,0.8-1万/月,05-18
SRM实施顾问,深圳美云智数科技有限公司,异地招聘,1.5-2万/月,05-18
助理lua开发工程师,深圳市东方博雅科技有限公司,深圳,0.8-1.2万/月,05-18
C++架构师,万得信息技术股份有限公司（Wind资讯）,深圳-福田区,20-30万/年,05-18
Web开发工程师/web前端开发,深圳市联众互动科技有限公司,深圳-南山区,0.6-1.2万/月,05-18
Unity3d开发工程师,深圳暴雪奇迹科技有限公司,深圳,1.4-2万/月,05-18
软件开发高级工程师,深圳兴路通科技有限公司,深圳-龙华新区,1-1.5万/月,05-18
TV软件工程师（OS）,深圳市芯智科技有限公司,深圳,5-7千/月,05-18
Android系统工程师,深圳市亿道信息股份有限公司,深圳-宝安区,1-1.5万/月,05-18
IT程序员,深圳市捷买送国际货运代理有限公司,深圳-宝安区,7-9千/月,05-18
手机软件开发工程师,深圳市赛特尔通讯技术有限公司,深圳-龙岗区,1-1.5万/月,05-18
C++开发工程师,深圳第一光年控股有限公司,深圳-龙华新区,1-2万/月,05-18
区块链工程师,深圳市东信时代信息技术有限公司,深圳,1.5-3万/月,05-18
软件开发实习生,深圳合新科技股份有限公司,深圳-南山区,4.5-6千/月,05-18
技术总监,深圳绿巨人网络传媒有限公司,深圳,1-1.8万/月,05-18
网络服务运维工程师,深圳云中信息技术有限公司,深圳-南山区,0.9-1.2万/月,05-18
Web项目架构师、项目经理（技术型）,深圳市大富网络技术有限公司,深圳-南山区,2-2.5万/月,05-18
项目经理（客响IT系统）,广东地球村计算机系统股份有限公司,异地招聘,0.8-1.2万/月,05-18
高级软件工程师,深圳勇艺达机器人有限公司,深圳-宝安区,1-2万/月,05-18
大数据研发工程师,深圳易飞通电子商务有限公司,深圳-龙岗区,1.5-3万/月,05-18
系统安全工程师,深圳市微镇信用支付科技有限公司,深圳-宝安区,2-2.5万/月,05-18
固件开发工程师（厦门上班）,中控智慧科技股份有限公司,异地招聘,4-8千/月,05-18
Android开发工程师,龙视传媒有限公司,深圳-南山区,1.3-1.6万/月,05-18
技术研发部--开发程序员,深圳市火山图像数字技术有限公司,深圳-宝安区,1.5-2万/月,05-18
Android开发工程师,深圳金康特智能科技有限公司,深圳-南山区,1-1.5万/月,05-18
Android系统工程师,OPPO,深圳-南山区,1.5-3万/月,05-18
监控管理岗,深圳市联畅信息技术有限公司,深圳,1-1.5万/月,05-18
Elixir开发工程师,深圳莱尔托特科技有限公司,深圳-南山区,2-2.5万/月,05-18
Android软件工程师,深圳市国通世纪科技开发有限公司,深圳,1-1.5万/月,05-18
Javascript开发工程师,深圳智创未来教育科技有限公司,深圳-宝安区,1.4-2.5万/月,05-18
测试工程师（移卓）,深圳市壹捌无限科技有限公司,深圳-福田区,1-1.5万/月,05-18
软件工程师（外企）,干霸干燥剂（深圳）有限公司,深圳,7-9千/月,05-18
高级工程师,深圳市博图广告有限公司,深圳-福田区,1.5-2.5万/月,05-18
移动开发工程师,旅联商务有限公司,深圳-南山区,1-4万/月,05-18
MES软件工程师,美律电子（深圳）有限公司,深圳,0.7-1.5万/月,05-18
高级数据挖掘工程师,爱客科技（深圳）有限公司,深圳-南山区,2-4万/月,05-18
Android 开发工程师,真玫智能科技（深圳）有限公司,深圳-南山区,1-1.5万/月,05-18
高级Android开发工程师,杭州友声科技股份有限公司,深圳-南山区,1-2万/月,05-18
Android开发工程师（工作地点：昆明）,深圳北斗位途信息科技有限公司,深圳-南山区,6-8千/月,05-18
ABAP开发工程师,深圳市可德利科技有限公司,深圳-龙岗区,0.8-1万/月,05-18
Cocos2d-x开发工程师,深圳闲时游戏有限公司,深圳-南山区,1-2万/月,05-18
Android软件工程师,桂林智神信息技术有限公司,异地招聘,0.6-1万/月,05-18
Web前端开发工程师,墨子（深圳）人工智能技术有限公司,深圳-福田区,1-1.5万/月,05-18
ERP工程师,深圳前海禾茂实业集团有限公司,深圳,6-8千/月,05-18
C#工程师（Unity，VR/AR方向）,深圳前海维度新科有限公司,深圳-南山区,0.5-1万/月,05-18
区块链开发工程师,深圳市爱能森科技有限公司,深圳-南山区,1.5-2万/月,05-18
Android应用开发工程师,闻泰通讯股份有限公司,深圳,1.5-2万/月,05-18
互联网系统开发工程师,广州艾格文信息科技有限公司深圳分公司,深圳-龙华新区,0.8-1万/月,05-18
软件测试工程师,深圳腾千里科技有限公司,深圳-宝安区,0.7-1万/月,05-18
海外推广/SNS维护/SEO/SEM优化师,深圳市鑫睿铭科技有限公司,深圳-龙华新区,0.6-1万/月,05-18
应用系统工程师（国际乐园）,佳兆业金沙湾国际乐园公司,深圳-罗湖区,1.5-2.8万/月,05-18
（软件研发）应届生管理培训生,深圳友宝科斯科技有限公司,深圳-南山区,5-8千/月,05-18
高级应用系统经理（国际乐园）,佳兆业集团控股有限公司,深圳-罗湖区,1.5-3万/月,05-18
视觉算法工程师,深圳中科呼图电子商务有限公司,深圳,1-1.5万/月,05-18
产品经理,深圳市蜗牛窝科技有限公司,深圳-南山区,0.6-2万/月,05-18
软件应用工程师,先进装配系统有限公司ASM Assembly Systems Ltd.,深圳-南山区,1-1.5万/月,05-18
Android开发工程师,深圳市金斧子资本管理有限公司,深圳-南山区,1-2万/月,05-18
HTML5三阶段讲师,北京千锋互联科技有限公司深圳分公司,深圳-宝安区,1.5-3万/月,05-18
Web开发工程师,深圳市鸿荣源房地产开发有限公司,深圳-宝安区,1-1.5万/月,05-18
高级安卓工程师,深圳市三体科技有限公司,深圳-福田区,1.6-2万/月,05-18
矿池研发,华颂网络（深圳）有限公司,深圳-南山区,2-2.5万/月,05-18
软件经理（光电）,深圳市星火原光电科技有限公司,深圳-南山区,0.8-1万/月,05-18
技术实施工程师（呼叫中心、linux）,深圳市云之音科技有限公司,深圳-福田区,0.8-1万/月,05-18
高级PHP全栈开发工程师,深圳前海汇计算科技有限公司,深圳-南山区,1.8-2.5万/月,05-18
前端开发工程师（高薪急聘）,腾博国际商务有限公司,深圳-福田区,1.5-2.5万/月,05-18
技术工程师,深圳市龙音电子有限公司,深圳-福田区,6-8千/月,05-18
IT Software Engineer PHP开发工程师,奥仕达电器（深圳）有限公司,深圳,5-7千/月,05-18
SAP开发工程师,东莞贯新幼童用品有限公司,异地招聘,0.9-1.2万/月,05-18
实施/运维经理,广州远信软件科技有限公司,异地招聘,0.6-1万/月,05-18
生物信息工程师,深圳爱米基因科技有限责任公司,深圳-南山区,1.5-2万/月,05-18
研发助理工程师,深圳市宇通联发科技有限公司,深圳-宝安区,3-4.5千/月,05-18
Android软件工程师-应用开发,深圳康佳信息网络有限公司,深圳-南山区,10-16万/年,05-18
产品软件开发工程师,茉丽特科技（深圳）有限公司,深圳-龙华新区,1-1.5万/月,05-18
研发工程师,中国中电国际信息服务有限公司,深圳-南山区,8-15万/年,05-18
Node.js开发工程师,深圳回收宝科技有限公司,深圳-南山区,1.8-2.2万/月,05-18
开发总监/开发合伙人,深圳市八零年代网络科技有限公司,深圳-南山区,2.5-3.5万/月,05-18
技术支持工程师,深圳软件园管理中心,深圳-南山区,0.8-1.5万/月,05-18
软件开发工程师Software Developer,海连（中国）国际货运有限公司,深圳-福田区,1.5-2万/月,05-18
SAP开发工程师,深圳市云动创想科技有限公司,深圳-南山区,1-1.5万/月,05-18
高级研发工程师（总部）,深圳市海格物流股份有限公司,深圳,1.5-2万/月,05-18
后台开发工程师,深圳市曹操货的科技有限公司,深圳-宝安区,1.5-3万/月,05-18
分布式应用系统开发岗,世纪证券有限责任公司,深圳-福田区,1.5-3.5万/月,05-18
salesforce开发工程师（深圳）,澳信集团,深圳-福田区,1.2-1.6万/月,05-18
Android开发工程师,昊智信息技术（深圳）有限公司,深圳-罗湖区,1-2万/月,05-18
Android开发工程师,深圳瑞光康泰科技有限公司,深圳-南山区,6-8千/月,05-18
Android应用软件工程师,惠而浦（中国）投资有限公司,深圳-福田区,1-1.5万/月,05-18
视觉应用工程师,深圳市芬能自动化设备有限公司,深圳-龙华新区,0.6-1.2万/月,05-18
Cocos2d-x开发工程师,杭州奇治信息技术股份有限公司,深圳-宝安区,0.8-1.6万/月,05-18
首席软件架构师（西安）,深圳宏崎达信息工程有限公司,深圳-南山区,1.8-3万/月,05-18
技术支援工程师,龙杰科技（深圳）有限公司,深圳-福田区,4.5-6千/月,05-18
技术合伙人,深圳未来立体科技有限公司,深圳,2-2.5万/月,05-18
web测试工程师,深圳市睿联数字技术有限公司,深圳-南山区,0.8-1.5万/月,05-18
iOS开发工程师,深圳市全瓷时代电器有限公司,深圳,0.8-1.2万/月,05-18
Android ROM开发工程师,深圳市蚂蚁购电子商务有限公司,深圳-福田区,6-8千/月,05-18
总公司信息技术部运营工程师,前海财险,深圳,1-2万/月,05-18
服务器后端程序员,香港智信财经通讯社有限公司,深圳-福田区,1.5-3万/月,05-18
数据库管理工程师,富士康科技集团iDPBG事业群,深圳,6-8千/月,05-18
iphone程序员,佰裕行科技（深圳）有限公司,深圳-罗湖区,1-1.5万/月,05-18
助理工程师,深圳市深港产学研环保工程技术股份有限公司,深圳,8-10万/年,05-18
高级软件经理（大屏事业部）,康得新复合材料集团股份有限公司,深圳-南山区,1.5-2.5万/月,05-18
PDM技术顾问,深圳兴华世纪科技有限公司,深圳,0.8-1万/月,05-18
软件开发工程师,深圳国投科技有限公司,深圳-龙华新区,0.6-1.2万/月,05-18
软件配置管理工程师,深圳市三木智能技术有限公司,深圳-南山区,1.2-1.8万/月,05-18
系统架构工程师,深业商业管理（深圳）有限公司,深圳-福田区,36-54万/年,05-18
Android开发工程师,深圳市网安计算机安全检测技术有限公司,深圳,6-8千/月,05-18
Linux软件经理,深圳市赛梅斯凯科技有限公司,深圳-龙华新区,3-4万/月,05-18
智能终端事业部产品经理,深圳市易尚展示股份有限公司,深圳,2-3万/月,05-18
Android开发工程师,太科电子有限公司,深圳-龙华新区,8-10万/年,05-18
Android开发高级工程师,深圳市云之梦科技有限公司,深圳-南山区,1.8-2.8万/月,05-18
图像算法工程师,深圳市菁优智慧教育股份有限公司,深圳-南山区,1.5-2万/月,05-18
项目经理,知学云科技（上海分公司）,深圳-南山区,1.5-2.5万/月,05-18
高级Android手机应用软件工程师,深圳探宇电子有限公司,深圳-南山区,1.3-2.5万/月,05-18
SDK主管,凯撒（中国）文化股份有限公司,深圳-南山区,2-3万/月,05-18
架构师,深圳市前海元铂金融服务有限公司,深圳-南山区,2.5-3万/月,05-18
Delphi开发工程师,深圳市外代国际货运有限公司,深圳-福田区,0.8-1万/月,05-18
软件研发总监,深圳壹捌玖通讯科技有限公司,深圳-宝安区,2-4万/月,05-18
Android工程师,深圳好伴时尚电子商务有限公司,深圳,0.8-1.2万/月,05-18
测试工程师,深圳市泊众网科技有限公司,深圳-南山区,7-9千/月,05-18
集成终端硬件产品安全分析工程师,鼎铉商用密码测评技术（深圳）有限公司,深圳-坪山区,1-2.5万/月,05-18
驱动工程师,北京智慧眼科技股份有限公司,深圳-龙华新区,1.5-2万/月,05-18
系统工程师,深圳市普科达科技有限公司,深圳-宝安区,1-1.5万/月,05-18
产品经理（数字化乐园公司）,深圳乐华恒业文化旅游发展有限公司,深圳-南山区,1.5-2.2万/月,05-18
初级ASP.NET工程师,深圳市奥莎供应链管理有限公司,深圳-福田区,4.5-6千/月,05-18
Android开发工程师,深圳市哈博森科技有限公司,深圳,1-2万/月,05-18
HTML5开发工程师,深圳市雅码科技有限公司,深圳,0.6-1.2万/月,05-18
web端开发工程师,深圳市欣横纵技术股份有限公司,深圳,0.8-1.2万/月,05-18
Android开发工程师(实习生),深圳市博阅科技股份有限公司,深圳,4-8千/月,05-18
高级科研人才,珠海中科先进技术研究院有限公司,异地招聘,15-30万/年,05-18
C++软件开发工程师,深圳市赛盈地脉技术有限公司,深圳-南山区,1-1.5万/月,05-18
高级安卓开发工程师,深圳市掌世界网络科技有限公司,深圳,1.5-3万/月,05-18
软件工程师(金融研发),上海商米科技有限公司,深圳-南山区,1-1.8万/月,05-18
Android开发工程师,深圳市灵游互娱股份有限公司,深圳-南山区,1.5-2万/月,05-18
互联网金融架构师,深圳市科技保科技有限公司,深圳,3-5万/月,05-18
Android客户支持工程师（TV/机顶盒））,深圳市金锐显数码科技有限公司,深圳,0.8-1.5万/月,05-18
高级运维工程师,深圳市小窝金融信息服务有限公司,深圳-南山区,1.5-2万/月,05-18
高级软件工程师,捷普集团-绿点科技 （深圳）有限公司,深圳-宝安区,,05-18
JSP研发工程师,深圳市中幼国际教育科技有限公司,深圳-福田区,1-2万/月,05-18
IT工程师,深圳光大同创新材料有限公司,深圳-福田区,0.7-1.2万/月,05-18
底层驱动开发工程师,深圳市飞尔卡思电子有限公司,深圳-宝安区,0.8-1.5万/月,05-18
Android高级开发工程师,深圳市金迈高智能科技有限公司,深圳-龙华新区,0.8-1万/月,05-18
高级算法工程师 数据分析与建模方向,深圳市长桑技术有限公司,深圳-宝安区,1-1.5万/月,05-18
2018届储干-ERP 系统开发,深圳长城开发科技股份有限公司,深圳,0.7-1.1万/月,05-18
高级Unity3D游戏开发工程师,夸克链科技（深圳）有限公司,深圳-南山区,1.8-2.5万/月,05-18
产品专员,深圳市蓝海骆驼网络股份有限公司,深圳-罗湖区,6-8千/月,05-18
软件开发工程师（上位机方向）,深圳市惠程电气股份有限公司,深圳,1-2万/月,05-18
IT工程师,深圳市易达恒通供应链管理有限公司,深圳-福田区,6-8千/月,05-18
APP开发工程师,诺尔信息技术（深圳）有限公司,深圳-福田区,1-1.8万/月,05-18
软件工程师,深圳市现代教育科技文化有限公司,深圳-罗湖区,1.5-2万/月,05-18
MES开发工程师,深圳市飞托克实业有限公司,深圳,1-1.5万/月,05-18
前端开发工程师-课后帮项目,深圳习习网络科技有限公司,深圳,1.2-2万/月,05-18
大数据开发工程师,花样年集团（中国）有限公司,深圳-福田区,30-40万/年,05-18
软件工程师-蓝牙软件开发,深圳市好上好信息科技有限公司,深圳,1-1.5万/月,05-18
CTO,深圳市悦好教育科技有限公司,深圳-南山区,30-60万/年,05-18
软件工程师（智能家居）,深圳市实益达技术股份有限公司,深圳-龙岗区,1-2万/月,05-18
软件开发工程师,珠海横琴派诺技术有限公司,异地招聘,0.8-1万/月,05-18
测试工程师,深圳市康蓝装饰设计工程有限公司,深圳-福田区,0.8-1.6万/月,05-18
测试工程师,7贷金融,深圳,0.8-1.5万/月,05-18
后台软件开发工程师,深圳游视虚拟现实技术有限公司,深圳-南山区,1-1.5万/月,05-18
Android移动开发工程师,深圳市谋事精益&数本科技公司,深圳-南山区,1-1.5万/月,05-18
kettle开发,广州亿阳信息技术有限公司,异地招聘,0.6-1.2万/月,05-18
Android软件工程师,深圳市亿利科达科技有限公司,深圳-龙岗区,1-1.5万/月,05-18
.NET开发工程师,上海哥瑞利软件有限公司,深圳-龙华新区,0.8-1.5万/月,05-18
Android开发工程师,深圳市飞鱼星科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
软件测试工程师-RY05,捷利港信软件（深圳）有限公司,深圳-南山区,6-8千/月,05-18
APP开发工程师,深圳联友科技有限公司,深圳-福田区,0.8-1.3万/月,05-18
全栈工程师,深圳市有芯电子有限公司,深圳,1.5-2.5万/月,05-18
Android系统工程师,深圳市触想智能股份有限公司,深圳,1.2-2万/月,05-18
OA工程师,深圳市家鸿口腔医疗股份有限公司,深圳,0.8-1.2万/月,05-18
OA工程师,力同科技股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
软件产品工程师,深圳市耀蓝科技有限公司,深圳-南山区,1-1.2万/月,05-18
软件架构师,深圳市金桥软件有限公司,深圳,1.8-2.5万/月,05-18
服务器工程师,深圳市博悦生活用品有限公司,深圳-南山区,1.5-2万/月,05-18
微信小程序开发工程师,深圳市新峰科技开发有限公司,深圳-龙岗区,0.8-1.5万/月,05-18
Android开发工程师,深圳日浩会计师事务所,深圳-南山区,0.8-1.2万/月,05-18
高级软件开发经理,中海物业管理有限公司,深圳-南山区,2-2.5万/月,05-18
PHP工程师,维拓客科技（深圳）有限公司,异地招聘,0.8-1.5万/月,05-18
Android开发工程师,深圳市汇联时代科技有限公司,深圳-福田区,3-4千/月,05-18
人工智能工程师,国家超级计算深圳中心（深圳云计算中心）,深圳,1.5-2.5万/月,05-18
LINUX开发工程师,浙江创意声光电科技有限公司,深圳,1-1.5万/月,05-18
首席技术官CTO(移动APP端),前海天诚普惠（深圳）金融控股有限公司,深圳-福田区,3-5万/月,05-18
软件工程师,中国电建集团江西省电力建设有限公司,异地招聘,0.6-1万/月,05-18
Android开发工程师,深圳市正易龙科技有限公司,深圳-南山区,0.9-1.5万/月,05-18
前端开发工程师,深圳市盘古帮帮创业孵化有限公司,深圳,1-1.5万/月,05-18
